Customer ID,Gender,Age,Annual Income (k$),Spending Score,Purchase Date,Product Category,Product Price ($),Payment Method
be05a801-f62c-4932-a874-2d29cdc2cdec,Male,57,59.12,23,2022-05-01,Home & Kitchen,296.45,Debit Card
d106569f-b1b6-49c3-8f59-9ae07366ff37,Male,28,116.14,86,2021-05-18,Sports,305.38,Credit Card
e1a4d138-ee0f-44de-a1a0-23c122aa9f5b,Female,26,96.85,52,2022-10-19,Clothing,295.31,Paypal
eb38b3bb-98df-405c-ae09-733f900bae5e,Male,59,117.93,16,2021-07-13,Home & Kitchen,222.21,Credit Card
95270286-cc78-4aa0-89b9-40637ab6144e,Female,60,77.29,29,2022-09-26,Books,311.21,Bank Transfer
92de047d-e8b7-4754-9ab0-3e3ddd09ed19,Female,22,74.75,20,2024-01-12,Books,385.16,Paypal
6cbe4d20-37a8-4129-9e29-1aa597b020b0,Male,70,114.44,80,2021-02-17,Beauty,145.21,Debit Card
45c67c2e-3861-4613-8f37-d6f0958e02e9,Female,55,70.89,49,2022-04-02,Electronics,153.53,Bank Transfer
2bc98c2d-e500-4ed8-813e-bb568feee1e7,Female,42,85.81,16,2023-10-24,Home & Kitchen,163.44,Paypal
8a5c6186-6ad1-48a0-85b3-3f426e7e967b,Female,22,123.83,42,2021-12-05,Books,157.59,Bank Transfer
ea809756-632f-4f77-9169-fae40751d6f8,Male,69,115.03,25,2021-09-07,Home & Kitchen,169.71,Debit Card
3f627b75-93a4-4983-b188-15aab0575672,Female,35,140.42,57,2023-05-07,Books,191.03,Debit Card
75c9daac-3cb2-4338-9d6e-2cee95350777,Female,26,61.95,14,2023-11-01,Sports,383.33,Bank Transfer
f25a5ab2-eba1-403f-b4a6-b63846a48da6,Male,43,127.23,67,2024-03-01,Electronics,135.05,Debit Card
82bd37dd-734d-4762-a515-ab0e9d78e081,Male,23,50.4,53,2023-01-15,Clothing,428.58,Paypal
6b2c8564-3608-45d7-a6e7-3ace2eb0655c,Male,45,74.74,86,2023-02-24,Groceries,82.88,Paypal
4a2ae7fb-369a-4a82-8d7b-a68168933964,Female,21,57.43,48,2023-09-07,Beauty,166.52,Bank Transfer
4169c34a-18a3-4c07-9b6a-1e1c1fc4372b,Female,50,104.07,58,2022-09-07,Sports,56.26,Paypal
e38e4a5c-ac8e-49a4-a92e-a425cfaee2b8,Male,63,30.28,23,2024-01-02,Beauty,407.45,Credit Card
84a225e5-3a94-4276-a090-3c6cfa154507,Male,34,36.8,36,2021-03-11,Clothing,316.99,Bank Transfer
76ff920f-28bc-4b8a-b757-597e1018b567,Female,52,128.12,20,2021-09-01,Sports,78.05,Credit Card
04483611-0443-4c18-b02f-8c52729c0263,Female,24,103.62,93,2021-12-29,Home & Kitchen,162.13,Paypal
12ca320b-061e-4b92-912e-19e718372811,Female,32,111.02,13,2024-07-02,Books,240.01,Bank Transfer
88f3edf3-e37d-4945-b1c5-c67b5dab6ec6,Male,26,68.1,21,2022-02-15,Beauty,407.47,Debit Card
8c0fd3a8-4948-4cad-8c49-82120542a280,Male,70,97.98,35,2022-06-22,Home & Kitchen,328.94,Credit Card
e6c6d8d7-96ca-427a-a3d9-ed204a02466a,Male,39,142.44,42,2021-10-04,Beauty,348.61,Credit Card
a1e37a42-998d-45b2-b94e-7a9920027b35,Female,53,64.23,15,2024-10-18,Electronics,238.66,Credit Card
cd2f0410-0a80-4f1c-9240-071b5b1a58a3,Female,36,35.7,55,2024-03-11,Groceries,494.92,Paypal
d38fe981-2e6e-4881-9ac4-e5baf16b4732,Male,59,56.36,20,2024-02-06,Electronics,195.69,Debit Card
f68c0d41-4800-4b69-b580-2eea61a95220,Male,44,124.08,11,2023-02-28,Groceries,196.02,Bank Transfer
e1b00a5d-c1ef-44db-9ca4-8fcbcb792365,Male,42,68.1,62,2024-05-06,Sports,441.83,Credit Card
b930b409-aad6-4e14-aa54-450433651415,Female,52,43.58,81,2023-11-11,Home & Kitchen,372.72,Paypal
415281d5-b06e-4a1a-b9ba-4a1c5bb08ac7,Male,27,87.53,38,2021-05-14,Clothing,342.22,Debit Card
1b787a7f-22fb-46a0-a92b-c560313e75bc,Male,52,108.59,51,2020-04-06,Electronics,43.89,Debit Card
b85b7b58-eae4-440f-bc37-088b3d5d758c,Female,45,89.32,29,2022-02-15,Groceries,214.1,Credit Card
578c3d00-bb86-4d4b-bf3c-3d1fc8ea6f8f,Male,65,51.79,63,2021-01-09,Beauty,496.94,Paypal
91bdaf0f-1175-45b7-a077-3a8eb4828a40,Male,23,79.1,27,2021-01-21,Clothing,112.18,Debit Card
01db21c5-3aeb-4bf0-9c64-9eb56f451124,Female,24,32.5,20,2022-11-16,Books,435.36,Credit Card
44a971b3-4853-499d-872e-dc290824c83d,Female,58,74.78,87,2024-08-15,Books,325.71,Credit Card
61faacdb-d659-4ab3-b4f9-9741c4594923,Male,52,53.9,86,2021-08-06,Electronics,332.32,Credit Card
baaf11f4-a66f-4a59-a987-a3c7411d6cf4,Male,21,138.32,68,2020-02-04,Beauty,28.71,Credit Card
789ce70b-cde6-4b94-b5ba-cfec473c3ab9,Male,40,46.04,25,2023-01-17,Clothing,265.38,Credit Card
04fb2d87-e563-4a5b-a896-dc244d32122f,Male,47,69.85,34,2023-09-30,Sports,459.45,Debit Card
7dea08df-7b2e-4c32-9174-3fa6423da209,Male,45,133.42,63,2024-08-02,Books,275.9,Bank Transfer
86872353-3145-4d7b-bfbc-b852c1ac4088,Female,33,147.74,84,2020-04-27,Groceries,53.98,Bank Transfer
8ebefde9-d579-4303-8790-d1c757796534,Female,66,33.99,50,2022-11-13,Electronics,212.12,Paypal
0d8131b1-ba41-4848-b30a-600e25113294,Female,34,142.6,55,2020-08-18,Sports,173.44,Debit Card
147bb0c6-b506-401d-85ad-698ba2dff4ca,Male,25,22.91,31,2023-11-03,Sports,359.33,Credit Card
3a7298c0-9db2-42d6-87b6-32505ca55f8c,Female,58,83.82,100,2020-05-01,Sports,321.95,Credit Card
815d8cb5-9e71-4ca8-a07d-7973c4a8617e,Male,38,30.4,97,2020-01-13,Home & Kitchen,105.91,Paypal
4df6b103-0a98-4560-b266-053b905e3270,Female,36,108.91,81,2022-04-29,Groceries,151.55,Debit Card
a2ef0a0b-ff3c-461d-a366-f78b39e4e5ac,Male,56,54.53,9,2024-09-22,Books,234.67,Paypal
cfff8315-7808-44d5-8215-8e3d6396e1ea,Female,62,47.16,32,2023-04-12,Home & Kitchen,429.19,Paypal
1df4d4b5-8ae0-4686-8f1e-ccfeac026430,Male,41,36.33,22,2022-12-02,Sports,416.1,Paypal
66eb14ba-e305-4769-bf0f-9ebdd1a65ade,Male,56,74.57,6,2024-07-25,Groceries,245.52,Bank Transfer
d4ce2f0a-b831-4951-93f3-77558c1f63bc,Male,40,23.37,97,2021-02-07,Groceries,260.8,Debit Card
8848ef4f-6454-4acf-a824-c4f8f0859674,Female,55,114.74,42,2020-11-24,Groceries,384.34,Bank Transfer
bc8e5053-9fc0-4828-97e5-10732aee33ec,Female,23,106.37,49,2021-01-17,Beauty,90.05,Debit Card
2e43a516-77a7-41ee-821d-316c07df3a24,Male,67,47.15,45,2022-03-05,Books,6.97,Debit Card
9d6a5435-2d1b-49bf-93fe-285c7b3c3e37,Female,54,52.58,52,2020-02-24,Sports,40.15,Bank Transfer
b20fc4b8-5b53-4eb8-baa8-9e5340aaf803,Male,56,30.89,10,2023-03-11,Beauty,470.39,Bank Transfer
e99e3d6e-1793-4207-842f-073c8886bf45,Female,62,115.3,50,2023-04-03,Sports,59.02,Debit Card
3d3ea800-fdbb-4ab8-9e59-617d12678979,Female,43,127.43,78,2023-04-21,Beauty,324.41,Debit Card
867ddc15-85e3-429a-9cb1-36be3809f916,Male,26,77.57,94,2020-05-08,Electronics,44.28,Credit Card
2e7ebfc0-03b0-4de3-bc7a-bdf077729c07,Female,68,77.33,62,2021-05-10,Sports,73.94,Bank Transfer
f3e93183-f6e3-4dcb-a5db-a136790709be,Female,35,82.78,82,2022-02-27,Home & Kitchen,467.31,Bank Transfer
c84732a7-b128-43c7-b903-713e28361e68,Female,31,63.99,60,2023-09-07,Groceries,187.23,Debit Card
f997b0d8-a136-4923-9887-1eb0c210dbe3,Female,61,33.06,61,2021-04-18,Groceries,312.38,Paypal
aac12046-d781-4de9-9d53-7a31402ed19e,Female,67,43.69,47,2020-02-17,Clothing,241.94,Credit Card
46b73f9a-60d6-46e0-8640-176b11f3a78c,Female,26,148.31,58,2020-06-21,Books,491.13,Bank Transfer
ce506986-8f47-42d9-801e-18caf0c6e979,Male,54,107.16,39,2024-09-07,Beauty,418.19,Credit Card
d18dff5a-b002-4faf-b26b-ecd2fd2e40ad,Male,61,82.0,86,2023-03-11,Beauty,281.99,Credit Card
9c06d8d8-09bd-48c4-8173-09ed3f0d615b,Female,41,41.49,49,2020-04-02,Clothing,234.79,Paypal
140b24e5-3bf2-4640-8b9a-91e281276e7e,Female,43,124.68,33,2021-04-21,Books,426.49,Paypal
1bf0cbbd-9112-43d4-b003-e36692d28f4c,Male,24,53.86,27,2020-01-24,Beauty,247.81,Paypal
688bfeb9-05c3-4ab2-af7b-055a7e7e8e7d,Female,59,148.33,66,2020-03-20,Electronics,243.37,Bank Transfer
ed250fdd-351d-40f7-9064-9bda9897e392,Male,29,133.96,85,2023-03-13,Beauty,151.82,Paypal
774b00ac-1095-4588-935c-7bf379e1cc4b,Male,35,23.14,12,2020-10-29,Home & Kitchen,336.47,Credit Card
cd5db0f5-70e3-4be1-9e97-bf0df1287100,Male,46,74.92,24,2023-04-21,Electronics,370.1,Paypal
9d3f38f3-013b-4d26-bb18-03ee8a1d59a2,Female,38,122.44,99,2020-10-10,Beauty,299.08,Bank Transfer
5cac63bf-524e-4e6e-bdef-ed9fe3a93938,Male,47,120.91,89,2023-12-05,Home & Kitchen,278.7,Bank Transfer
8ab78de7-29c7-4565-b9e3-2c3afef84d2d,Male,53,110.98,2,2020-06-16,Electronics,453.24,Credit Card
a8153439-f197-47dd-93be-dba2dfdccd95,Female,69,69.66,42,2021-08-02,Sports,104.12,Credit Card
4b861111-5769-4918-aaaa-8da2562d404c,Female,31,117.53,67,2021-11-16,Beauty,152.74,Bank Transfer
93891e0c-80c9-4d67-ba32-4b4475d636c9,Male,23,27.33,26,2024-06-25,Beauty,177.58,Debit Card
dc6e0543-c5c0-4478-a3a6-cbb060624311,Male,18,26.74,85,2024-09-26,Sports,225.69,Paypal
73fbe4ee-70c5-4200-98ef-b82a1839b190,Male,29,144.67,37,2023-10-14,Sports,200.26,Paypal
1e41ecc4-960c-4c93-92a9-5c3e885c0260,Female,43,73.07,69,2021-10-15,Beauty,104.04,Bank Transfer
c176eea4-dcbc-47ba-9278-d106de8dac90,Male,31,60.28,91,2024-06-27,Groceries,312.23,Debit Card
cb6c208f-4b82-4943-b010-a36b01583c40,Female,58,37.16,56,2024-01-28,Groceries,464.04,Debit Card
9f14a949-6c0b-4b81-982f-692918effe96,Female,29,63.58,25,2021-02-14,Sports,324.99,Credit Card
d2a68abe-1c36-4f47-8af1-379f9e498aa7,Female,65,117.09,51,2023-04-25,Electronics,236.64,Paypal
31f79b32-4ee2-4ac6-a0e0-6f612dedf2fd,Female,58,63.64,74,2021-08-27,Electronics,384.54,Credit Card
d2cae50e-337c-421a-b7f2-8bb563847a6a,Female,46,45.08,78,2022-07-12,Groceries,103.82,Debit Card
83fccccd-0680-4d05-ae28-a78088c371b6,Female,26,57.13,33,2020-11-07,Electronics,297.85,Debit Card
9acfd0ef-153d-46b4-8908-2812b37e1916,Male,24,55.86,18,2024-09-23,Sports,483.5,Paypal
5cd3b966-b988-4e99-b3c7-3e84b6fed902,Female,63,70.69,75,2023-04-04,Sports,253.28,Credit Card
46f7d9ab-a652-4a9b-8bb8-6bf4d66fb9fb,Female,48,83.17,90,2020-11-04,Electronics,221.23,Bank Transfer
ff1067a7-d5f8-4c7c-aba7-dda57725fb07,Male,53,72.29,35,2020-06-01,Groceries,269.0,Bank Transfer
6e0571c9-1d90-45c2-94e2-96b36b1ee912,Male,28,107.13,1,2023-05-25,Clothing,82.29,Paypal
f1fec19a-1414-406e-a92e-fc32a761e093,Male,51,42.95,88,2021-01-14,Beauty,242.94,Credit Card
95af3c39-5f30-4356-a972-28a4904b2cad,Female,51,64.37,69,2023-03-18,Home & Kitchen,436.67,Credit Card
ec817436-1cd8-49d7-8093-f9808d8247ee,Male,27,144.33,67,2021-04-18,Books,398.92,Paypal
cbb0846c-6821-4ab5-b9ee-e31ede6dcfbd,Female,54,131.04,31,2023-04-06,Sports,309.02,Bank Transfer
ef0449d1-85ff-4b2d-b2cf-eea87e60447f,Female,46,29.6,36,2024-07-22,Clothing,192.63,Paypal
14f5395a-fe9f-438c-9258-6c4950a22cf7,Male,63,138.1,54,2023-09-30,Clothing,102.19,Bank Transfer
f4f5593c-7467-4aa0-a4c2-74077d2a0220,Male,29,75.81,54,2020-07-28,Beauty,85.03,Debit Card
2d391cbe-391e-4d57-b200-fc1f6655fa91,Male,69,101.86,64,2024-05-13,Electronics,333.56,Credit Card
71f0c098-1a3a-4e63-8793-0574ffe11877,Female,23,112.87,40,2024-09-15,Books,485.77,Credit Card
a9a5a5fc-c3c1-477f-9d33-81bcf6277872,Male,49,79.41,21,2021-04-05,Beauty,57.69,Debit Card
3aaa6df7-b461-4a5a-bae4-e356960d2b93,Male,50,52.74,71,2023-06-02,Books,224.16,Paypal
384ddf8b-a424-4e0c-a2b9-ad3b133ee0a7,Male,23,51.03,26,2021-08-11,Groceries,322.69,Bank Transfer
1f7839e0-77aa-4a08-9341-dbb57bdbf32d,Male,65,132.33,10,2024-09-08,Beauty,221.61,Debit Card
7807639f-66d7-4823-85d4-49021728aeba,Male,60,139.84,60,2023-07-25,Sports,309.61,Credit Card
9326974b-5407-4e36-92f2-cbbe14063c78,Male,29,45.39,82,2022-02-19,Beauty,18.8,Credit Card
97b379f8-bbdc-43ef-bb12-4664ffedc49d,Male,46,75.94,45,2020-04-01,Books,46.89,Bank Transfer
333aece4-0af6-4325-827f-7008cee83341,Female,32,101.51,71,2023-12-30,Books,448.08,Paypal
62736912-7898-492d-856e-9f7b986b05e7,Female,30,70.48,59,2024-06-16,Clothing,58.95,Bank Transfer
255ce3df-3dad-4f3a-8f90-4dbb2ab01e7f,Male,21,22.49,46,2020-02-08,Groceries,86.11,Paypal
c2d76108-1f3e-4279-a314-090122254cd8,Male,48,31.72,71,2024-06-28,Sports,396.99,Credit Card
4d1ddb91-3025-435c-979c-24ca76a5fd1c,Female,49,31.45,11,2024-03-15,Clothing,329.82,Paypal
604cbba0-4bba-4ac7-b70c-847283483479,Male,60,149.94,48,2023-02-12,Beauty,29.87,Credit Card
6fe38f14-c876-40c8-a960-eb39c0d8d0ff,Male,66,75.07,82,2024-04-02,Electronics,435.42,Debit Card
913bb063-66fd-4151-83d7-132782319f27,Female,18,44.42,14,2023-08-23,Home & Kitchen,30.01,Debit Card
1aa6014b-6639-4bdd-b22e-d7eb82447f71,Female,44,104.18,84,2020-03-15,Home & Kitchen,171.23,Bank Transfer
ab8a412e-3620-402a-89a5-4ffc23b27a8c,Male,64,81.03,57,2021-11-04,Electronics,27.23,Debit Card
9b756265-8f68-4f9a-bff4-b684e3676196,Female,47,135.84,64,2022-11-04,Electronics,433.35,Paypal
fa7ce2ca-e3f0-4886-8cd0-9a1902dd54b5,Female,44,72.18,10,2021-06-28,Home & Kitchen,65.58,Debit Card
1d733aa9-4007-4d75-b3e7-3bd83fd752b1,Male,53,92.17,25,2020-01-13,Beauty,301.97,Paypal
52409c21-6259-4f8f-8663-33be236aacd6,Female,30,129.31,16,2020-11-05,Home & Kitchen,341.33,Paypal
58cd0355-d4ad-4d03-9b45-55254f06ce59,Female,50,126.38,33,2020-06-21,Clothing,248.98,Credit Card
04ad2fde-aa75-4c73-ab78-7ce371b18731,Male,36,59.88,98,2021-12-19,Electronics,52.06,Bank Transfer
0867ac49-13cc-4b75-a32b-1ad4d69fea1d,Female,70,98.56,77,2024-06-17,Home & Kitchen,390.03,Bank Transfer
d4d03d5c-06b2-41fd-a015-a75011c934cc,Male,21,75.97,63,2021-09-25,Groceries,17.27,Debit Card
a06ec3f5-4447-4592-b853-cc07acd889e0,Male,30,118.21,70,2021-05-26,Groceries,162.16,Paypal
5bac432e-9dc4-4a12-b9e7-3724c7512339,Female,43,148.79,99,2024-09-13,Beauty,420.02,Debit Card
121d1c92-bc45-4981-b0ad-b6091ba874df,Female,62,26.29,76,2024-08-11,Beauty,209.07,Credit Card
af62bd5c-ef80-40af-9529-742867a21e80,Male,45,93.84,67,2022-01-17,Home & Kitchen,376.42,Debit Card
ee0ff0d1-7435-4dcd-900d-9ab020659aa8,Male,49,143.07,6,2020-01-12,Electronics,192.77,Debit Card
8ba40a48-c268-4508-81f9-bf66835b9c73,Female,43,103.17,30,2020-09-03,Groceries,261.43,Paypal
3c775bdf-cd05-4c38-af05-e625d94e1016,Male,67,129.11,36,2024-07-04,Books,291.71,Credit Card
8015c2f0-76dd-4301-9fc1-551ed65caca8,Female,37,62.28,53,2021-06-28,Electronics,342.08,Paypal
06e344b4-10cc-464f-8234-b57c878f3af5,Male,30,35.36,30,2024-09-03,Books,399.54,Paypal
552e470b-e729-457f-bc61-2e9430e50323,Male,54,26.19,29,2020-12-04,Clothing,131.96,Paypal
63458d48-a1c7-4843-ac86-f351f30d92eb,Female,37,25.21,68,2023-02-18,Home & Kitchen,494.34,Bank Transfer
4d8d958d-be56-4f8c-b7f6-0b0132e05ce8,Female,49,89.39,91,2020-03-06,Groceries,403.82,Paypal
6ec76786-a789-400a-9345-c90dd7efa7dc,Male,27,100.41,80,2021-08-11,Electronics,200.89,Credit Card
ea9523fe-94d2-424d-8392-f8eef1031d45,Female,56,93.37,92,2021-09-09,Groceries,497.8,Credit Card
cc3843c2-54e9-4b97-9f37-403ab644b0d9,Female,55,128.63,35,2024-04-12,Clothing,492.58,Paypal
904db86e-f733-48fa-b35f-0777fe306c03,Female,26,144.9,28,2024-01-14,Electronics,110.02,Credit Card
c01bb998-26b5-4d36-94db-3cafc595c61d,Male,31,80.53,68,2020-02-29,Groceries,491.79,Credit Card
8de041ce-b272-459f-bef1-f09b594d5ec6,Female,31,42.68,80,2022-07-12,Books,429.34,Paypal
3ba1c4c9-dea5-4d4e-87e4-cf40adb1737d,Female,65,90.26,99,2023-01-13,Beauty,127.03,Credit Card
6a09dfcb-12d8-4f43-bad1-458cd8899399,Male,39,61.84,76,2023-03-05,Electronics,429.11,Credit Card
b482fa96-3739-4353-adda-12d4f0ed28dd,Female,59,41.1,17,2023-06-07,Books,29.37,Debit Card
2fef7729-7d29-4e06-8283-a2be28face7b,Male,55,94.54,38,2024-10-20,Home & Kitchen,145.3,Debit Card
6c13da38-be80-4361-a2b2-0c16694a2a0a,Female,47,132.07,55,2021-01-09,Home & Kitchen,38.88,Bank Transfer
79920163-210f-4400-92b1-b7d9dfed6099,Male,63,64.87,43,2022-01-13,Groceries,78.5,Bank Transfer
37bf6c06-d35b-4d6c-95b8-531a1b1f94e2,Male,38,99.8,22,2023-09-10,Sports,154.23,Credit Card
474b210c-f222-4a64-9077-e1090f37b63e,Male,51,130.74,67,2024-08-11,Books,302.97,Debit Card
0a8280aa-31ca-48d5-8ce5-779232a4bcc3,Male,63,134.29,61,2024-04-12,Sports,243.57,Credit Card
f477526c-a09b-4ad3-9032-74a2582e3951,Male,63,52.73,80,2024-04-09,Clothing,259.91,Debit Card
f78a8684-0cfc-40d6-9886-89e27317b34d,Male,48,131.9,50,2024-10-17,Sports,432.69,Credit Card
5f8045a3-cb4e-40f4-94a2-5b1d676b167a,Male,62,131.79,74,2020-02-21,Beauty,498.38,Debit Card
1adacb82-4b07-46d7-940d-5c961921ff1b,Female,67,80.15,27,2024-09-08,Home & Kitchen,211.15,Debit Card
ee2909ae-91d2-4d58-89c8-53dcb31e4b89,Female,40,96.25,12,2022-10-11,Sports,156.83,Debit Card
307253b6-6db2-4f82-a864-ce01995fbf31,Male,62,35.56,72,2023-09-15,Beauty,226.31,Debit Card
11e07d8d-c23d-458d-ba7e-4aa15a12878f,Female,65,32.18,53,2023-10-10,Sports,214.65,Credit Card
dff2b5e0-7bec-490c-975d-f491c2a1fda7,Male,48,75.42,94,2023-03-14,Books,184.21,Credit Card
de567f83-9053-4571-ad82-4160e9a4ccc4,Female,40,46.03,33,2023-05-10,Groceries,300.33,Bank Transfer
4670239d-541d-4fa0-b557-755b43b94435,Male,66,95.12,93,2021-12-14,Beauty,163.33,Paypal
6b2c200d-af64-4b05-8a34-c8d09054076c,Male,51,100.51,89,2021-11-01,Clothing,464.77,Bank Transfer
01762c4b-b89d-4182-9400-228a88fd10f9,Male,67,122.93,57,2020-10-28,Clothing,311.35,Credit Card
3acfe46e-8b25-4a22-8e54-f6daf8ae9616,Male,59,100.35,73,2024-01-09,Electronics,290.71,Debit Card
bdd0e6e6-db41-43c1-ad0e-bccbae8d0e7d,Female,25,102.54,75,2024-09-11,Electronics,214.8,Credit Card
b68e9c4b-baa4-4707-9a26-993854d8614d,Male,39,53.38,67,2024-01-03,Electronics,22.64,Debit Card
93d0fa23-a1a9-4746-b241-c0b49ad060ac,Female,47,80.19,43,2020-07-12,Books,28.5,Credit Card
fe436c7c-f369-4f4d-9abe-2f7e39a80e62,Female,51,74.44,39,2022-02-21,Electronics,312.3,Debit Card
80a61536-5e1a-4660-8402-c963a220deef,Male,49,141.81,44,2024-04-04,Electronics,78.06,Bank Transfer
620c82c0-d349-4619-85ac-67f3f8f80ada,Female,47,23.41,9,2022-11-23,Groceries,407.15,Debit Card
9432bd50-19e4-42c1-9a26-dcd8a74467ca,Female,29,47.37,85,2020-06-14,Home & Kitchen,58.05,Credit Card
b3a9df19-30ab-47b2-90d4-fd82bd8f6b68,Male,19,30.44,15,2022-09-18,Books,492.65,Debit Card
976162e5-8630-4a94-85ea-b1708de24408,Male,69,114.78,79,2024-06-04,Clothing,351.7,Credit Card
9cf2968a-61a9-46f6-b01f-1399a12b257f,Male,46,112.93,63,2023-11-24,Electronics,369.01,Bank Transfer
afce165b-d3de-4bda-a684-e99f69dab21e,Male,23,135.82,75,2021-10-31,Sports,428.78,Bank Transfer
5d25a211-4bd2-4ab9-8815-3b8548c0b91d,Female,52,114.85,96,2020-10-27,Clothing,148.17,Credit Card
a3109d73-961b-4d26-853e-7406d26b5a4d,Male,33,50.02,9,2022-08-18,Groceries,302.55,Paypal
5c13ea8c-cf66-4add-a8c1-bd4170593c6a,Male,23,93.44,54,2023-12-19,Electronics,172.07,Paypal
94694fd0-3c1b-4c3a-afd2-e65aad7953da,Female,44,33.06,3,2022-02-06,Clothing,188.5,Bank Transfer
1c199e15-1ee9-4ffa-9a7e-2b96bddb4734,Male,44,74.1,18,2023-11-19,Clothing,245.46,Bank Transfer
3912cf08-9bb3-40ea-9d18-2885d7608587,Male,41,53.84,76,2024-03-25,Groceries,396.54,Credit Card
bbb837b3-e55d-4b41-93c3-246fec6e3929,Male,28,88.22,9,2023-05-10,Groceries,406.78,Bank Transfer
602df204-c1c7-4d4d-b70e-48d51ea76634,Male,69,65.53,43,2023-10-26,Electronics,483.53,Credit Card
4d18a97d-0683-40e5-b27f-3563611352f9,Male,42,66.38,78,2020-06-05,Clothing,290.52,Bank Transfer
71d1cad6-840a-438a-b313-e20f567c5a8c,Female,57,66.25,35,2023-12-01,Sports,247.65,Bank Transfer
d534ee38-aae4-47b0-8ea5-e0f24691b2a1,Male,42,45.47,88,2022-12-01,Beauty,180.48,Credit Card
6208a3b5-f124-4e87-b087-20d289e11833,Female,20,21.58,6,2024-10-05,Books,197.15,Bank Transfer
e48a0d25-459d-457a-a855-985ac98f7b0f,Female,18,87.11,52,2024-09-20,Groceries,452.38,Bank Transfer
055737c9-88ce-4ada-ac84-f4d608bde6c8,Female,44,22.19,19,2021-07-11,Electronics,390.57,Credit Card
174b2a79-2428-4bdd-b3ff-23bfe5e8fdb6,Male,22,24.98,43,2023-05-25,Groceries,317.36,Bank Transfer
0fd92d2b-f50e-47b3-bb5c-3f3e5bba11fc,Male,66,42.96,6,2023-01-16,Sports,410.7,Bank Transfer
555eacef-c676-4fee-9866-b845c1b17d84,Male,31,82.83,77,2024-10-03,Beauty,303.45,Paypal
31b8987e-5b61-4d1e-b652-b2e1a0d809ac,Female,64,149.87,2,2022-01-07,Clothing,111.35,Bank Transfer
e7f560a3-0766-4302-ac12-740b59b947c2,Female,47,85.93,36,2022-10-02,Beauty,382.86,Credit Card
4a0db2e1-509e-461b-8570-fd315ce483ad,Female,56,65.68,100,2022-09-26,Groceries,333.69,Paypal
2dc66a0d-f253-47e0-acf6-e50a578776e9,Female,27,35.26,36,2022-09-20,Sports,352.91,Debit Card
6f70cc0e-5ccc-42b8-a889-d03ed4018fb8,Male,50,65.08,20,2023-10-20,Clothing,193.46,Bank Transfer
d765600b-9ed0-4372-b14d-a8a1a99638d5,Male,34,85.32,16,2024-06-19,Home & Kitchen,39.69,Paypal
74b9fbee-ecc7-4972-aba6-6e080ce51f42,Female,30,112.7,51,2023-02-20,Sports,313.18,Credit Card
863a6be7-0f5b-4013-b027-1c3819cdeb16,Male,45,85.1,7,2023-11-26,Clothing,23.82,Debit Card
341eb57c-aafe-4976-9040-103101bbee69,Female,24,113.13,44,2021-05-20,Sports,353.11,Debit Card
968f018c-f1ec-4fd8-a093-1d1eaf0416be,Male,37,126.57,35,2021-02-03,Books,181.92,Paypal
30758067-b973-4429-b16f-987a4e1807e9,Male,30,113.16,44,2022-02-11,Electronics,242.44,Debit Card
fae4a0f2-f85d-49da-a1e9-e21e2930fcb3,Male,26,64.63,38,2021-09-23,Home & Kitchen,381.81,Credit Card
4a227998-d9ff-4af2-9007-8781cfdf58b7,Female,60,135.69,100,2023-10-02,Beauty,274.02,Credit Card
f3c8d555-1acb-472c-8462-ad9ed8a56ecc,Male,43,121.9,67,2022-09-21,Sports,427.06,Credit Card
24d37ba5-05aa-4969-9f38-8414d82f9723,Male,21,51.06,62,2020-04-05,Clothing,160.5,Debit Card
411854a5-e24a-4c15-8ceb-8cac73b813d7,Male,54,27.74,32,2022-03-21,Sports,199.97,Credit Card
1126154b-f28e-44fc-9604-0d5656f123ee,Male,26,116.41,89,2024-01-24,Home & Kitchen,77.92,Bank Transfer
8981eca4-3761-4db2-b4c5-47a9be35814e,Male,53,125.76,19,2021-05-05,Beauty,57.19,Credit Card
df4f18bf-5a42-4b3c-b8f5-e35d854e2f91,Male,62,47.82,11,2023-06-18,Beauty,324.78,Paypal
900ba577-e3af-4a6a-ba9a-ce49bb4aab67,Female,59,71.28,89,2023-10-09,Beauty,418.34,Debit Card
8b34b7d8-8fff-4c00-93ea-2619d909609a,Female,69,92.43,31,2021-10-15,Home & Kitchen,338.6,Paypal
5b90a265-27a9-4917-8df8-c6a7601e995e,Male,39,109.73,4,2024-01-22,Beauty,467.54,Bank Transfer
2ec46b46-f368-489d-b1d7-4d3323cb4e77,Female,43,120.37,7,2023-07-12,Groceries,213.02,Credit Card
05e01838-f47e-45d8-9310-191903860b53,Male,43,132.46,2,2020-06-22,Groceries,467.36,Paypal
dfcd255b-7828-4f95-99c7-82d968b9b041,Male,19,56.66,57,2020-01-22,Beauty,411.66,Paypal
c2f48088-1990-4db9-b3f5-ee4d55457832,Female,47,39.28,7,2020-11-28,Clothing,126.43,Debit Card
18a1be35-fa26-4aaa-8a67-7299ef2b290f,Female,27,82.79,86,2022-01-15,Sports,339.2,Bank Transfer
6bce4e7b-3f9a-4ac3-857c-2aed5f6c10d3,Female,61,130.92,47,2024-04-29,Home & Kitchen,172.2,Debit Card
fe622a37-e48a-4056-97b7-4f8779319879,Female,33,93.11,31,2023-09-16,Home & Kitchen,313.22,Paypal
